0.000003	0.106388	33.544660
0.585438	0.106388	33.539550
1.170695	0.106388	33.524225
1.755595	0.106388	33.498688
2.339960	0.106388	33.462946
2.923613	0.106388	33.417012
3.506375	0.106388	33.360898
4.088069	0.106388	33.294622
4.668517	0.106388	33.218205
5.247544	0.106388	33.131669
5.824972	0.106388	33.035040
6.400626	0.106388	32.928349
6.974330	0.106388	32.811628
7.545909	0.106388	32.684911
8.115190	0.106388	32.548239
8.682000	0.106388	32.401652
9.246164	0.106388	32.245196
9.807512	0.106388	32.078917
10.365873	0.106388	31.902866
10.921076	0.106388	31.717098
11.472952	0.106388	31.521668
12.021334	0.106388	31.316637
12.566053	0.106388	31.102066
13.106945	0.106388	30.878021
13.643845	0.106388	30.644570
14.176588	0.106388	30.401785
14.705013	0.106388	30.149739
15.228959	0.106388	29.888509
15.748266	0.106388	29.618175
16.262776	0.106388	29.338819
16.772332	0.106388	29.050526
17.276779	0.106388	28.753384
17.775964	0.106388	28.447483
18.269733	0.106388	28.132917
18.757938	0.106388	27.809782
19.240429	0.106388	27.478175
19.717058	0.106388	27.138198
20.187682	0.106388	26.789955
20.652157	0.106388	26.433551
21.110340	0.106388	26.069095
21.562094	0.106388	25.696698
22.007279	0.106388	25.316474
22.445760	0.106388	24.928538
22.877405	0.106388	24.533009
23.302081	0.106388	24.130007
23.719658	0.106388	23.719654
24.130011	0.106388	23.302077
24.533013	0.106388	22.877401
24.928542	0.106388	22.445756
25.316478	0.106388	22.007275
25.696702	0.106388	21.562089
26.069098	0.106388	21.110336
26.433554	0.106388	20.652152
26.789958	0.106388	20.187678
27.138201	0.106388	19.717054
27.478178	0.106388	19.240424
27.809785	0.106388	18.757933
28.132920	0.106388	18.269729
28.447486	0.106388	17.775959
28.753387	0.106388	17.276775
29.050529	0.106388	16.772327
29.338822	0.106388	16.262771
29.618178	0.106388	15.748261
29.888512	0.106388	15.228954
30.149741	0.106388	14.705008
30.401787	0.106388	14.176583
30.644572	0.106388	13.643840
30.878023	0.106388	13.106940
31.102068	0.106388	12.566048
31.316639	0.106388	12.021328
31.521670	0.106388	11.472947
31.717100	0.106388	10.921070
31.902868	0.106388	10.365867
32.078918	0.106388	9.807507
32.245197	0.106388	9.246159
32.401654	0.106388	8.681994
32.548240	0.106388	8.115185
32.684913	0.106388	7.545904
32.811629	0.106388	6.974324
32.928350	0.106388	6.400620
33.035041	0.106388	5.824966
33.131670	0.106388	5.247538
33.218206	0.106388	4.668512
33.294623	0.106388	4.088063
33.360899	0.106388	3.506369
33.417012	0.106388	2.923607
33.462947	0.106388	2.339955
33.498688	0.106388	1.755589
33.524225	0.106388	1.170689
33.539551	0.106388	0.585433
33.544660	0.106388	-0.000003
33.539550	0.106388	-0.585438
33.524225	0.106388	-1.170694
33.498688	0.106388	-1.755594
33.462946	0.106388	-2.339960
33.417012	0.106388	-2.923612
33.360898	0.106388	-3.506374
33.294622	0.106388	-4.088068
33.218205	0.106388	-4.668517
33.131669	0.106388	-5.247543
33.035040	0.106388	-5.824971
32.928349	0.106388	-6.400625
32.811628	0.106388	-6.974329
32.684912	0.106388	-7.545909
32.548239	0.106388	-8.115190
32.401652	0.106388	-8.681999
32.245196	0.106388	-9.246164
32.078917	0.106388	-9.807512
31.902866	0.106388	-10.365872
31.717098	0.106388	-10.921075
31.521668	0.106388	-11.472952
31.316637	0.106388	-12.021333
31.102066	0.106388	-12.566053
30.878021	0.106388	-13.106945
30.644570	0.106388	-13.643844
30.401785	0.106388	-14.176588
30.149739	0.106388	-14.705013
29.888509	0.106388	-15.228959
29.618175	0.106388	-15.748266
29.338819	0.106388	-16.262776
29.050526	0.106388	-16.772332
28.753384	0.106388	-17.276779
28.447483	0.106388	-17.775963
28.132917	0.106388	-18.269733
27.809782	0.106388	-18.757938
27.478175	0.106388	-19.240428
27.138198	0.106388	-19.717058
26.789955	0.106388	-20.187682
26.433551	0.106388	-20.652156
26.069095	0.106388	-21.110340
25.696699	0.106388	-21.562093
25.316474	0.106388	-22.007279
24.928539	0.106388	-22.445760
24.533009	0.106388	-22.877405
24.130007	0.106388	-23.302080
23.719655	0.106388	-23.719658
23.302077	0.106388	-24.130010
22.877401	0.106388	-24.533013
22.445757	0.106388	-24.928542
22.007275	0.106388	-25.316477
21.562090	0.106388	-25.696702
21.110336	0.106388	-26.069098
20.652153	0.106388	-26.433554
20.187678	0.106388	-26.789958
19.717054	0.106388	-27.138201
19.240424	0.106388	-27.478178
